ID,trait,group,included
GWYL,hindleg,Eighth instar,TRUE
GXQD,hindleg,Ninth instar,TRUE
GYFU,hindleg,Female,TRUE
HDAF,hindleg,Tenth instar,TRUE
HDAI,hindleg,Female,TRUE
HDZC,hindleg,Tenth instar,TRUE
HEDP,hindleg,Eighth instar,TRUE
HIHW,hindleg,Eighth instar,TRUE
HKWK,hindleg,Eighth instar,TRUE
HNNH,hindleg,Female,TRUE
HNUV,hindleg,Eighth instar,TRUE
HOHH,hindleg,Ninth instar,TRUE
HRBI,hindleg,Eighth instar,TRUE
HTCT,hindleg,Ninth instar,TRUE
HZFK,hindleg,Eighth instar,TRUE
IEAL,hindleg,Female,TRUE
IEJY,hindleg,Eighth instar,TRUE
IEPT,hindleg,Tenth instar,TRUE
IJNE,hindleg,Ninth instar,TRUE
ILNB,hindleg,Tenth instar,TRUE
INPV,hindleg,Female,TRUE
IULK,hindleg,Ninth instar,TRUE
IVIQ,hindleg,Female,TRUE
IVMB,hindleg,Ninth instar,TRUE
JDGM,hindleg,Female,TRUE
JDYH,hindleg,Ninth instar,TRUE
JHFO,hindleg,Female,TRUE
JONV,hindleg,Ninth instar,TRUE
JOYH,hindleg,Tenth instar,TRUE
JOZD,hindleg,Eighth instar,TRUE
JPJS,hindleg,Female,TRUE
JPJT,hindleg,Female,TRUE
JRYP,hindleg,Eighth instar,TRUE
JUCL,hindleg,Ninth instar,TRUE
JUGA,hindleg,Female,TRUE
JUJH,hindleg,Ninth instar,TRUE
JUYN,hindleg,Female,TRUE
JXVQ,hindleg,Tenth instar,TRUE
JZEI,hindleg,Ninth instar,TRUE
JZJE,hindleg,Female,TRUE
KAIL,hindleg,Ninth instar,TRUE
KAOK,hindleg,Female,TRUE
KDQD,hindleg,Female,TRUE
KECL,hindleg,Female,TRUE
KEHR,hindleg,Female,TRUE
KEMO,hindleg,Tenth instar,TRUE
KIIU,hindleg,Tenth instar,TRUE
KORY,hindleg,Eighth instar,TRUE
KPNC,hindleg,Female,TRUE
KSLC,hindleg,Female,TRUE
KTFS,hindleg,Ninth instar,TRUE
KTNC,hindleg,Female,TRUE
KVWU,hindleg,Female,TRUE
KWNJ,hindleg,Female,TRUE
KYRB,hindleg,Ninth instar,TRUE
LAZJ,hindleg,Ninth instar,TRUE
LEZS,hindleg,Eighth instar,TRUE
LGMD,hindleg,Female,TRUE
LHWT,hindleg,Tenth instar,TRUE
LIHW,hindleg,Female,TRUE
LJJN,hindleg,Tenth instar,TRUE
LKHO,hindleg,Eighth instar,TRUE
LLJC,hindleg,Tenth instar,TRUE
LMMX,hindleg,Female,TRUE
LNMX,hindleg,Female,TRUE
LQLO,hindleg,Female,TRUE
LRRL,hindleg,Tenth instar,TRUE
LRSS,hindleg,Ninth instar,TRUE
LTEN,hindleg,Female,TRUE
LUXM,hindleg,Female,TRUE
LYTH,hindleg,Female,TRUE
MAKB,hindleg,Tenth instar,TRUE
MEAE,hindleg,Female,TRUE
MEMQ,hindleg,Eighth instar,TRUE
MJSX,hindleg,Eighth instar,TRUE
MKMF,hindleg,Ninth instar,TRUE
MLES,hindleg,Female,TRUE
MONY,hindleg,Eighth instar,TRUE
MQFA,hindleg,Female,TRUE
MTZI,hindleg,Female,TRUE
MUVY,hindleg,Tenth instar,TRUE
MVOV,hindleg,Eighth instar,TRUE
MXAY,hindleg,Female,TRUE
MYTW,hindleg,Female,TRUE
NACP,hindleg,Ninth instar,TRUE
NAPZ,hindleg,Ninth instar,TRUE
NBFT,hindleg,Ninth instar,TRUE
NDWV,hindleg,Ninth instar,TRUE
NFQJ,hindleg,Female,TRUE
NFZB,hindleg,Female,TRUE
NLMH,hindleg,Female,TRUE
NMCP,hindleg,Ninth instar,TRUE
NRDG,hindleg,Eighth instar,TRUE
NRVV,hindleg,Eighth instar,TRUE
NSFR,hindleg,Ninth instar,TRUE
NUDB,hindleg,Female,TRUE
NVHP,hindleg,Eighth instar,TRUE
OCGB,hindleg,Female,TRUE
ODLJ,hindleg,Eighth instar,TRUE
OHRS,hindleg,Female,TRUE
OHZZ,hindleg,Eighth instar,TRUE
OLFY,hindleg,Female,TRUE
ONAU,hindleg,Female,TRUE
OQDA,hindleg,Ninth instar,TRUE
OTIL,hindleg,Female,TRUE
OVOZ,hindleg,Female,TRUE
OWAU,hindleg,Ninth instar,TRUE
OZHE,hindleg,Female,TRUE
PAQJ,hindleg,Ninth instar,TRUE
PBXK,hindleg,Eighth instar,TRUE
PFPR,hindleg,Eighth instar,TRUE
PIKP,hindleg,Tenth instar,TRUE
PMTK,hindleg,Eighth instar,TRUE
PQXQ,hindleg,Female,TRUE
PTRO,hindleg,Female,TRUE
PVUO,hindleg,Ninth instar,TRUE
PVXU,hindleg,Female,TRUE
PWML,hindleg,Eighth instar,TRUE
PXBQ,hindleg,Eighth instar,TRUE
PXBW,hindleg,Eighth instar,TRUE
PZFT,hindleg,Ninth instar,TRUE
PZMO,hindleg,Eighth instar,TRUE
PZWX,hindleg,Eighth instar,TRUE
QDVU,hindleg,Female,TRUE
QDXY,hindleg,Ninth instar,TRUE
QIIV,hindleg,Eighth instar,TRUE
QMKN,hindleg,Female,TRUE
QOGZ,hindleg,Female,TRUE
QQJU,hindleg,Ninth instar,TRUE
QRKY,hindleg,Female,TRUE
QSRM,hindleg,Ninth instar,TRUE
QUAR,hindleg,Eighth instar,FALSE
QXSG,hindleg,Female,TRUE
QYFB,hindleg,Female,TRUE
QZHA,hindleg,Eighth instar,TRUE
RBAX,hindleg,Ninth instar,TRUE
RBFY,hindleg,Female,TRUE
RCMK,hindleg,Eighth instar,TRUE
RDRL,hindleg,Eighth instar,TRUE
RIJE,hindleg,Female,TRUE
RIWP,hindleg,Ninth instar,TRUE
RJGO,hindleg,Female,TRUE
RJVU,hindleg,Female,TRUE
RMQE,hindleg,Female,TRUE
RNCJ,hindleg,Female,TRUE
RNFD,hindleg,Female,TRUE
RPNA,hindleg,Eighth instar,TRUE
RQME,hindleg,Ninth instar,TRUE
RSFE,hindleg,Tenth instar,TRUE
RTXD,hindleg,Eighth instar,TRUE
RWGW,hindleg,Eighth instar,TRUE
SBJV,hindleg,Tenth instar,TRUE
SBJVC,hindleg,Ninth instar,TRUE
SCBI,hindleg,Tenth instar,TRUE
SCXD,hindleg,Ninth instar,TRUE
SDBA,hindleg,Ninth instar,TRUE
SDVC,hindleg,Ninth instar,TRUE
SEVZ,hindleg,Female,TRUE
SFBL,hindleg,Female,TRUE
SGBK,hindleg,Ninth instar,TRUE
SMVB,hindleg,Eighth instar,TRUE
SMXT,hindleg,Eighth instar,TRUE
SNCY,hindleg,Female,TRUE
SNDZ,hindleg,Ninth instar,TRUE
SQCA,hindleg,Tenth instar,TRUE
SSQG,hindleg,Tenth instar,TRUE
SVLP,hindleg,Ninth instar,TRUE
SXDN,hindleg,Female,TRUE
SYKW,hindleg,Tenth instar,TRUE
TABC,hindleg,Ninth instar,TRUE
TART,hindleg,Female,TRUE
TKBC,hindleg,Ninth instar,TRUE
TKSH,hindleg,Ninth instar,TRUE
TRCQ,hindleg,Female,TRUE
TSNP,hindleg,Tenth instar,TRUE
TSPY,hindleg,Female,TRUE
TWQN,hindleg,Eighth instar,FALSE
TYRB,hindleg,Eighth instar,TRUE
UCYK,hindleg,Female,TRUE
UHRS,hindleg,Ninth instar,TRUE
UKOQ,hindleg,Tenth instar,TRUE
ULBD,hindleg,Ninth instar,TRUE
UMXA,hindleg,Female,TRUE
UNBX,hindleg,Eighth instar,TRUE
UPBJ,hindleg,Female,TRUE
UQVJ,hindleg,Ninth instar,TRUE
UWVR,hindleg,Female,TRUE
UYSP,hindleg,Tenth instar,TRUE
VDBS,hindleg,Female,TRUE
VDVI,hindleg,Tenth instar,TRUE
VECM,hindleg,Ninth instar,TRUE
VFCQ,hindleg,Eighth instar,TRUE
VFPH,hindleg,Ninth instar,TRUE
VGLK,hindleg,Ninth instar,TRUE
VHBT,hindleg,Tenth instar,TRUE
VJOC,hindleg,Female,TRUE
VJTT,hindleg,Female,TRUE
VNSP,hindleg,Eighth instar,TRUE
VNVH,hindleg,Female,TRUE
VUNA,hindleg,Female,TRUE
WDBI,hindleg,Ninth instar,TRUE
WHQS,hindleg,Female,TRUE
WHVM,hindleg,Tenth instar,TRUE
WJST,hindleg,Female,TRUE
WKXK,hindleg,Ninth instar,TRUE
WNVZ,hindleg,Ninth instar,TRUE
WQOI,hindleg,Ninth instar,TRUE
WQRK,hindleg,Ninth instar,TRUE
WSXA,hindleg,Eighth instar,TRUE
WWFJ,hindleg,Eighth instar,TRUE
WYMS,hindleg,Eighth instar,TRUE
XDBU,hindleg,Female,TRUE
XKES,hindleg,Female,TRUE
XMEN,hindleg,Eighth instar,TRUE
XNIH,hindleg,Female,TRUE
XOAF,hindleg,Ninth instar,TRUE
XQBJ,hindleg,Tenth instar,TRUE
XQHC,hindleg,Ninth instar,TRUE
XRPL,hindleg,Eighth instar,TRUE
XVQB,hindleg,Ninth instar,TRUE
XWCJ,hindleg,Eighth instar,TRUE
YAKT,hindleg,Eighth instar,TRUE
YBYC,hindleg,Ninth instar,TRUE
YCTD,hindleg,Eighth instar,TRUE
YFAT,hindleg,Female,TRUE
YGFO,hindleg,Eighth instar,TRUE
YMRF,hindleg,Eighth instar,TRUE
YNBA,hindleg,Ninth instar,TRUE
YNFN,hindleg,Female,TRUE
YNZS,hindleg,Female,TRUE
YRUA,hindleg,Female,TRUE
YRUH,hindleg,Female,TRUE
YSQQ,hindleg,Eighth instar,TRUE
YUWR,hindleg,Eighth instar,TRUE
YYNS,hindleg,Female,TRUE
YZUH,hindleg,Eighth instar,TRUE
ZAQJ,hindleg,Eighth instar,TRUE
ZAVH,hindleg,Eighth instar,TRUE
ZFKD,hindleg,Eighth instar,TRUE
ZFXN,hindleg,Ninth instar,TRUE
ZIER,hindleg,Tenth instar,TRUE
ZRDE,hindleg,Ninth instar,TRUE
ZSUF,hindleg,Eighth instar,TRUE
ZVNV,hindleg,Ninth instar,TRUE
ZWYP,hindleg,Female,TRUE
ACGN,ear_lin,Female,TRUE
ACIU,ear_lin,Female,TRUE
AGNG,ear_lin,Female,TRUE
AIZJ,ear_lin,Female,TRUE
AKPI,ear_lin,Tenth instar,TRUE
AQZC,ear_lin,Eighth instar,TRUE
ASOK,ear_lin,Female,TRUE
ATEZ,ear_lin,Female,TRUE
AZJJ,ear_lin,Female,TRUE
BBRM,ear_lin,Ninth instar,TRUE
BCSB,ear_lin,Female,TRUE
BLLA,ear_lin,Ninth instar,TRUE
BYLH,ear_lin,Female,TRUE
BZCS,ear_lin,Ninth instar,TRUE
CAPF,ear_lin,Tenth instar,TRUE
CAXC,ear_lin,Eighth instar,TRUE
CBMA,ear_lin,Female,TRUE
CBRE,ear_lin,Eighth instar,TRUE
CCQV,ear_lin,Female,TRUE
CGRD,ear_lin,Eighth instar,TRUE
CHCF,ear_lin,Female,TRUE
CPWC,ear_lin,Female,TRUE
CTFK,ear_lin,Tenth instar,TRUE
CVHB,ear_lin,Female,TRUE
CVLU,ear_lin,Eighth instar,TRUE
CVQJ,ear_lin,Female,TRUE
CWPJ,ear_lin,Ninth instar,TRUE
CWRT,ear_lin,Eighth instar,TRUE
DESX,ear_lin,Female,TRUE
DFDF,ear_lin,Ninth instar,TRUE
DFME,ear_lin,Eighth instar,TRUE
DJFZ,ear_lin,Tenth instar,TRUE
DNHH,ear_lin,Tenth instar,TRUE
DOCI,ear_lin,Ninth instar,TRUE
DQAS,ear_lin,Eighth instar,TRUE
DQAV,ear_lin,Eighth instar,TRUE
DSPJ,ear_lin,Eighth instar,TRUE
DUFU,ear_lin,Ninth instar,TRUE
DYFV,ear_lin,Tenth instar,TRUE
EAXA,ear_lin,Ninth instar,TRUE
EAXN,ear_lin,Eighth instar,TRUE
ECHF,ear_lin,Ninth instar,TRUE
ECJN,ear_lin,Tenth instar,TRUE
ECOO,ear_lin,Ninth instar,TRUE
EDIK,ear_lin,Eighth instar,TRUE
EFLR,ear_lin,Ninth instar,TRUE
EJSA,ear_lin,Ninth instar,TRUE
EMIY,ear_lin,Female,TRUE
EMMR,ear_lin,Tenth instar,TRUE
EWKB,ear_lin,Ninth instar,TRUE
EXFC,ear_lin,Eighth instar,TRUE
FDUO,ear_lin,Female,TRUE
FFVD,ear_lin,Female,TRUE
FHEO,ear_lin,Female,TRUE
FJIV,ear_lin,Ninth instar,TRUE
FKWM,ear_lin,Eighth instar,TRUE
FLUS,ear_lin,Female,TRUE
FRAY,ear_lin,Female,TRUE
FRKH,ear_lin,Female,TRUE
FXZS,ear_lin,Ninth instar,TRUE
FYEF,ear_lin,Female,TRUE
FZRV,ear_lin,Female,TRUE
GDWH,ear_lin,Tenth instar,TRUE
GLXO,ear_lin,Female,TRUE
GMLX,ear_lin,Eighth instar,TRUE
GRAC,ear_lin,Ninth instar,TRUE
GRRD,ear_lin,Female,TRUE
GVKA,ear_lin,Eighth instar,TRUE
GWYL,ear_lin,Eighth instar,TRUE
GXQD,ear_lin,Ninth instar,TRUE
GYFU,ear_lin,Female,TRUE
HDAF,ear_lin,Tenth instar,TRUE
HDAI,ear_lin,Female,TRUE
HDZC,ear_lin,Tenth instar,TRUE
HEDP,ear_lin,Eighth instar,TRUE
HIHW,ear_lin,Eighth instar,TRUE
HKWK,ear_lin,Eighth instar,TRUE
HNNH,ear_lin,Female,TRUE
HNUV,ear_lin,Eighth instar,TRUE
HOHH,ear_lin,Ninth instar,TRUE
HRBI,ear_lin,Eighth instar,TRUE
HTCT,ear_lin,Ninth instar,TRUE
HZFK,ear_lin,Eighth instar,TRUE
IEAL,ear_lin,Female,TRUE
IEJY,ear_lin,Eighth instar,TRUE
IEPT,ear_lin,Tenth instar,TRUE
IJNE,ear_lin,Ninth instar,TRUE
ILNB,ear_lin,Tenth instar,TRUE
INPV,ear_lin,Female,TRUE
IULK,ear_lin,Ninth instar,TRUE
IVIQ,ear_lin,Female,TRUE
IVMB,ear_lin,Ninth instar,TRUE
JDGM,ear_lin,Female,TRUE
JDYH,ear_lin,Ninth instar,TRUE
JHFO,ear_lin,Female,TRUE
JONV,ear_lin,Ninth instar,TRUE
JOYH,ear_lin,Tenth instar,TRUE
JOZD,ear_lin,Eighth instar,TRUE
JPJS,ear_lin,Female,TRUE
JPJT,ear_lin,Female,TRUE
JRYP,ear_lin,Eighth instar,TRUE
JUCL,ear_lin,Ninth instar,TRUE
JUGA,ear_lin,Female,TRUE
JUJH,ear_lin,Ninth instar,TRUE
JUYN,ear_lin,Female,TRUE
JXVQ,ear_lin,Tenth instar,TRUE
JZEI,ear_lin,Ninth instar,TRUE
JZJE,ear_lin,Female,TRUE
KAIL,ear_lin,Ninth instar,TRUE
KAOK,ear_lin,Female,TRUE
KDQD,ear_lin,Female,TRUE
KECL,ear_lin,Female,TRUE
KEHR,ear_lin,Female,TRUE
KEMO,ear_lin,Tenth instar,TRUE
KIIU,ear_lin,Tenth instar,TRUE
KORY,ear_lin,Eighth instar,TRUE
KPNC,ear_lin,Female,TRUE
KSLC,ear_lin,Female,TRUE
KTFS,ear_lin,Ninth instar,TRUE
KTNC,ear_lin,Female,TRUE
KVWU,ear_lin,Female,TRUE
KWNJ,ear_lin,Female,TRUE
KYRB,ear_lin,Ninth instar,TRUE
LAZJ,ear_lin,Ninth instar,TRUE
LEZS,ear_lin,Eighth instar,TRUE
LGMD,ear_lin,Female,TRUE
LHWT,ear_lin,Tenth instar,TRUE
LIHW,ear_lin,Female,TRUE
LJJN,ear_lin,Tenth instar,TRUE
LKHO,ear_lin,Eighth instar,TRUE
LLJC,ear_lin,Tenth instar,TRUE
LMMX,ear_lin,Female,TRUE
LNMX,ear_lin,Female,TRUE
LQLO,ear_lin,Female,TRUE
LRRL,ear_lin,Tenth instar,TRUE
LRSS,ear_lin,Ninth instar,TRUE
LTEN,ear_lin,Female,TRUE
LUXM,ear_lin,Female,TRUE
LYTH,ear_lin,Female,TRUE
MAKB,ear_lin,Tenth instar,TRUE
MEAE,ear_lin,Female,TRUE
MEMQ,ear_lin,Eighth instar,TRUE
MJSX,ear_lin,Eighth instar,TRUE
MKMF,ear_lin,Ninth instar,TRUE
MLES,ear_lin,Female,TRUE
MONY,ear_lin,Eighth instar,TRUE
MQFA,ear_lin,Female,TRUE
MTZI,ear_lin,Female,TRUE
MUVY,ear_lin,Tenth instar,TRUE
MVOV,ear_lin,Eighth instar,TRUE
MXAY,ear_lin,Female,TRUE
MYTW,ear_lin,Female,TRUE
NACP,ear_lin,Ninth instar,TRUE
NAPZ,ear_lin,Ninth instar,TRUE
NBFT,ear_lin,Ninth instar,TRUE
NDWV,ear_lin,Ninth instar,TRUE
NFQJ,ear_lin,Female,TRUE
NFZB,ear_lin,Female,TRUE
NLMH,ear_lin,Female,TRUE
NMCP,ear_lin,Ninth instar,TRUE
NRDG,ear_lin,Eighth instar,TRUE
NRVV,ear_lin,Eighth instar,TRUE
NSFR,ear_lin,Ninth instar,TRUE
NUDB,ear_lin,Female,TRUE
NVHP,ear_lin,Eighth instar,TRUE
OCGB,ear_lin,Female,TRUE
ODLJ,ear_lin,Eighth instar,TRUE
OHRS,ear_lin,Female,TRUE
OHZZ,ear_lin,Eighth instar,TRUE
OLFY,ear_lin,Female,TRUE
ONAU,ear_lin,Female,TRUE
OQDA,ear_lin,Ninth instar,TRUE
OTIL,ear_lin,Female,TRUE
OVOZ,ear_lin,Female,TRUE
OWAU,ear_lin,Ninth instar,TRUE
OZHE,ear_lin,Female,TRUE
PAQJ,ear_lin,Ninth instar,TRUE
PBXK,ear_lin,Eighth instar,TRUE
PFPR,ear_lin,Eighth instar,TRUE
PIKP,ear_lin,Tenth instar,TRUE
PMTK,ear_lin,Eighth instar,TRUE
PQXQ,ear_lin,Female,TRUE
PTRO,ear_lin,Female,TRUE
PVUO,ear_lin,Ninth instar,TRUE
PVXU,ear_lin,Female,TRUE
PWML,ear_lin,Eighth instar,TRUE
PXBQ,ear_lin,Eighth instar,TRUE
PXBW,ear_lin,Eighth instar,TRUE
PZFT,ear_lin,Ninth instar,TRUE
PZMO,ear_lin,Eighth instar,TRUE
PZWX,ear_lin,Eighth instar,TRUE
QDVU,ear_lin,Female,TRUE
QDXY,ear_lin,Ninth instar,TRUE
QIIV,ear_lin,Eighth instar,TRUE
QMKN,ear_lin,Female,TRUE
QOGZ,ear_lin,Female,TRUE
QQJU,ear_lin,Ninth instar,TRUE
QRKY,ear_lin,Female,TRUE
QSRM,ear_lin,Ninth instar,TRUE
QUAR,ear_lin,Eighth instar,TRUE
QXSG,ear_lin,Female,TRUE
QYFB,ear_lin,Female,TRUE
QZHA,ear_lin,Eighth instar,TRUE
RBAX,ear_lin,Ninth instar,TRUE
RBFY,ear_lin,Female,TRUE
RCMK,ear_lin,Eighth instar,TRUE
RDRL,ear_lin,Eighth instar,TRUE
RIJE,ear_lin,Female,TRUE
RIWP,ear_lin,Ninth instar,TRUE
RJGO,ear_lin,Female,TRUE
RJVU,ear_lin,Female,TRUE
RMQE,ear_lin,Female,TRUE
RNCJ,ear_lin,Female,TRUE
RNFD,ear_lin,Female,TRUE
RPNA,ear_lin,Eighth instar,TRUE
RQME,ear_lin,Ninth instar,TRUE
RSFE,ear_lin,Tenth instar,TRUE
RTXD,ear_lin,Eighth instar,TRUE
RWGW,ear_lin,Eighth instar,TRUE
SBJV,ear_lin,Tenth instar,TRUE
SBJVC,ear_lin,Ninth instar,TRUE
SCBI,ear_lin,Tenth instar,TRUE
SCXD,ear_lin,Ninth instar,TRUE
SDBA,ear_lin,Ninth instar,TRUE
SDVC,ear_lin,Ninth instar,TRUE
SEVZ,ear_lin,Female,TRUE
SFBL,ear_lin,Female,TRUE
SGBK,ear_lin,Ninth instar,TRUE
SMVB,ear_lin,Eighth instar,TRUE
SMXT,ear_lin,Eighth instar,TRUE
SNCY,ear_lin,Female,TRUE
SNDZ,ear_lin,Ninth instar,TRUE
SQCA,ear_lin,Tenth instar,TRUE
SSQG,ear_lin,Tenth instar,TRUE
SVLP,ear_lin,Ninth instar,TRUE
SXDN,ear_lin,Female,TRUE
SYKW,ear_lin,Tenth instar,TRUE
TABC,ear_lin,Ninth instar,TRUE
TART,ear_lin,Female,TRUE
TKBC,ear_lin,Ninth instar,TRUE
TKSH,ear_lin,Ninth instar,TRUE
TRCQ,ear_lin,Female,TRUE
TSNP,ear_lin,Tenth instar,TRUE
TSPY,ear_lin,Female,TRUE
TWQN,ear_lin,Eighth instar,TRUE
TYRB,ear_lin,Eighth instar,TRUE
UCYK,ear_lin,Female,TRUE
UHRS,ear_lin,Ninth instar,TRUE
UKOQ,ear_lin,Tenth instar,TRUE
ULBD,ear_lin,Ninth instar,TRUE
UMXA,ear_lin,Female,TRUE
UNBX,ear_lin,Eighth instar,TRUE
UPBJ,ear_lin,Female,TRUE
UQVJ,ear_lin,Ninth instar,TRUE
UWVR,ear_lin,Female,TRUE
UYSP,ear_lin,Tenth instar,TRUE
VDBS,ear_lin,Female,TRUE
VDVI,ear_lin,Tenth instar,TRUE
VECM,ear_lin,Ninth instar,TRUE
VFCQ,ear_lin,Eighth instar,TRUE
VFPH,ear_lin,Ninth instar,TRUE
VGLK,ear_lin,Ninth instar,TRUE
VHBT,ear_lin,Tenth instar,TRUE
VJOC,ear_lin,Female,TRUE
VJTT,ear_lin,Female,TRUE
VNSP,ear_lin,Eighth instar,TRUE
VNVH,ear_lin,Female,TRUE
VUNA,ear_lin,Female,TRUE
WDBI,ear_lin,Ninth instar,TRUE
WHQS,ear_lin,Female,TRUE
WHVM,ear_lin,Tenth instar,TRUE
WJST,ear_lin,Female,TRUE
WKXK,ear_lin,Ninth instar,TRUE
WNVZ,ear_lin,Ninth instar,TRUE
WQOI,ear_lin,Ninth instar,TRUE
WQRK,ear_lin,Ninth instar,TRUE
WSXA,ear_lin,Eighth instar,TRUE
WWFJ,ear_lin,Eighth instar,TRUE
WYMS,ear_lin,Eighth instar,TRUE
XDBU,ear_lin,Female,TRUE
XKES,ear_lin,Female,TRUE
XMEN,ear_lin,Eighth instar,TRUE
XNIH,ear_lin,Female,TRUE
XOAF,ear_lin,Ninth instar,TRUE
XQBJ,ear_lin,Tenth instar,TRUE
XQHC,ear_lin,Ninth instar,TRUE
XRPL,ear_lin,Eighth instar,TRUE
XVQB,ear_lin,Ninth instar,TRUE
XWCJ,ear_lin,Eighth instar,TRUE
YAKT,ear_lin,Eighth instar,TRUE
YBYC,ear_lin,Ninth instar,TRUE
YCTD,ear_lin,Eighth instar,TRUE
YFAT,ear_lin,Female,TRUE
YGFO,ear_lin,Eighth instar,TRUE
YMRF,ear_lin,Eighth instar,TRUE
YNBA,ear_lin,Ninth instar,TRUE
YNFN,ear_lin,Female,TRUE
YNZS,ear_lin,Female,TRUE
YRUA,ear_lin,Female,TRUE
YRUH,ear_lin,Female,TRUE
YSQQ,ear_lin,Eighth instar,TRUE
YUWR,ear_lin,Eighth instar,TRUE
YYNS,ear_lin,Female,TRUE
YZUH,ear_lin,Eighth instar,TRUE
ZAQJ,ear_lin,Eighth instar,TRUE
ZAVH,ear_lin,Eighth instar,TRUE
ZFKD,ear_lin,Eighth instar,TRUE
ZFXN,ear_lin,Ninth instar,TRUE
ZIER,ear_lin,Tenth instar,TRUE
ZRDE,ear_lin,Ninth instar,TRUE
ZSUF,ear_lin,Eighth instar,TRUE
ZVNV,ear_lin,Ninth instar,TRUE
ZWYP,ear_lin,Female,TRUE
ACGN,eye,Female,TRUE
ACIU,eye,Female,TRUE
AGNG,eye,Female,TRUE
AIZJ,eye,Female,TRUE
AKPI,eye,Tenth instar,TRUE
AQZC,eye,Eighth instar,TRUE
ASOK,eye,Female,TRUE
ATEZ,eye,Female,TRUE
AZJJ,eye,Female,TRUE
BBRM,eye,Ninth instar,TRUE
BCSB,eye,Female,TRUE
BLLA,eye,Ninth instar,TRUE
BYLH,eye,Female,TRUE
BZCS,eye,Ninth instar,TRUE
CAPF,eye,Tenth instar,TRUE
CAXC,eye,Eighth instar,TRUE
CBMA,eye,Female,TRUE
CBRE,eye,Eighth instar,TRUE
CCQV,eye,Female,TRUE
CGRD,eye,Eighth instar,TRUE
CHCF,eye,Female,TRUE
CPWC,eye,Female,TRUE
CTFK,eye,Tenth instar,TRUE
CVHB,eye,Female,TRUE
CVLU,eye,Eighth instar,TRUE
CVQJ,eye,Female,TRUE
CWPJ,eye,Ninth instar,TRUE
CWRT,eye,Eighth instar,TRUE
DESX,eye,Female,TRUE
DFDF,eye,Ninth instar,TRUE
DFME,eye,Eighth instar,TRUE
DJFZ,eye,Tenth instar,TRUE
DNHH,eye,Tenth instar,TRUE
DOCI,eye,Ninth instar,TRUE
DQAS,eye,Eighth instar,TRUE
DQAV,eye,Eighth instar,TRUE
DSPJ,eye,Eighth instar,TRUE
DUFU,eye,Ninth instar,TRUE
DYFV,eye,Tenth instar,TRUE
EAXA,eye,Ninth instar,TRUE
EAXN,eye,Eighth instar,TRUE
ECHF,eye,Ninth instar,TRUE
ECJN,eye,Tenth instar,TRUE
ECOO,eye,Ninth instar,TRUE
EDIK,eye,Eighth instar,TRUE
EFLR,eye,Ninth instar,TRUE
EJSA,eye,Ninth instar,TRUE
EMIY,eye,Female,TRUE
EMMR,eye,Tenth instar,TRUE
EWKB,eye,Ninth instar,TRUE
EXFC,eye,Eighth instar,TRUE
FDUO,eye,Female,TRUE
FFVD,eye,Female,TRUE
FHEO,eye,Female,TRUE
FJIV,eye,Ninth instar,TRUE
FKWM,eye,Eighth instar,TRUE
FLUS,eye,Female,TRUE
FRAY,eye,Female,TRUE
FRKH,eye,Female,TRUE
FXZS,eye,Ninth instar,TRUE
FYEF,eye,Female,TRUE
FZRV,eye,Female,TRUE
GDWH,eye,Tenth instar,TRUE
GLXO,eye,Female,TRUE
GMLX,eye,Eighth instar,TRUE
GRAC,eye,Ninth instar,TRUE
GRRD,eye,Female,TRUE
GVKA,eye,Eighth instar,TRUE
GWYL,eye,Eighth instar,TRUE
GXQD,eye,Ninth instar,TRUE
GYFU,eye,Female,TRUE
HDAF,eye,Tenth instar,TRUE
HDAI,eye,Female,TRUE
HDZC,eye,Tenth instar,TRUE
HEDP,eye,Eighth instar,TRUE
HIHW,eye,Eighth instar,TRUE
HKWK,eye,Eighth instar,TRUE
HNNH,eye,Female,TRUE
HNUV,eye,Eighth instar,TRUE
HOHH,eye,Ninth instar,TRUE
HRBI,eye,Eighth instar,TRUE
HTCT,eye,Ninth instar,TRUE
HZFK,eye,Eighth instar,TRUE
IEAL,eye,Female,TRUE
IEJY,eye,Eighth instar,TRUE
IEPT,eye,Tenth instar,TRUE
IJNE,eye,Ninth instar,TRUE
ILNB,eye,Tenth instar,TRUE
INPV,eye,Female,TRUE
IULK,eye,Ninth instar,TRUE
IVIQ,eye,Female,TRUE
IVMB,eye,Ninth instar,TRUE
JDGM,eye,Female,TRUE
JDYH,eye,Ninth instar,TRUE
JHFO,eye,Female,TRUE
JONV,eye,Ninth instar,TRUE
JOYH,eye,Tenth instar,TRUE
JOZD,eye,Eighth instar,TRUE
JPJS,eye,Female,TRUE
JPJT,eye,Female,TRUE
JRYP,eye,Eighth instar,TRUE
JUCL,eye,Ninth instar,TRUE
JUGA,eye,Female,TRUE
JUJH,eye,Ninth instar,TRUE
JUYN,eye,Female,TRUE
JXVQ,eye,Tenth instar,TRUE
JZEI,eye,Ninth instar,TRUE
JZJE,eye,Female,TRUE
KAIL,eye,Ninth instar,TRUE
KAOK,eye,Female,TRUE
KDQD,eye,Female,TRUE
KECL,eye,Female,TRUE
KEHR,eye,Female,TRUE
KEMO,eye,Tenth instar,TRUE
KIIU,eye,Tenth instar,TRUE
KORY,eye,Eighth instar,TRUE
KPNC,eye,Female,TRUE
KSLC,eye,Female,TRUE
